name,argument,role,value_types
strings,"sz1,...,szN",Size of each dimension (as separate arguments),nonnegative integers
strip,side,Side of string to strip,"'left', 'right', 'both'"
strip,str,Input text,"string array, character vector, cell array of character vectors"
strip,stripCharacter,Character to strip from input text,"' ', character, string"
strjoin,C,Input text,"1-by-n cell array of character vectors, 1-by-n string array"
strjoin,delimiter,Delimiting characters,"character vector, 1-by-n cell array of character vectors, 1-by-n string array"
strjust,side,Side to justify text on,"'left', 'right', 'center'"
strjust,str,Input text,"character array, cell array of character vectors, string array"
strlength,str,Input text,"string array, character vector, cell array of character vectors"
strmatch,str,Pattern Text,"character vector, string scalar, cell array of character vectors"
strmatch,strarray,Text Array,"character array, string array, cell array of character vectors"
strncmp,n,Maximum number of characters to compare,integer
strncmp,"s1,s2",Input text,"character vector, character array, cell array of character vectors, string array"
strncmpi,n,Maximum number of characters to compare,integer
strncmpi,"s1,s2",Input text,"character vector, character array, cell array of character vectors, string array"
strread,N,Number of Values,integer greater than zero
strread,format,Output format,"character array, string scalar"
strread,str,Input text,"character array, string scalar"
strrep,new,New substring,"string array, character vector, cell array of character vectors"
strrep,old,Substring to replace,"string array, character vector, cell array of character vectors"
strrep,str,Input text,"string array, character vector, cell array of character vectors"
strsplit,delimiter,Delimiting characters,"character vector, 1-by-n cell array of character vectors, 1-by-n string array"
strsplit,str,Input text,"character vector, string scalar"
strtok,delimiters,Delimiting characters,"string array, character vector, cell array of character vectors"
strtok,str,Input text,"string array, character vector, cell array of character vectors"
strtrim,str,Input text,"character array, cell array of character arrays, string array"
struct2cell,S,Input structure array,structure array
struct2table,S,Structure array,structure array
structfun,S,Input structure,scalar structure
structfun,func,Function to apply,function handle
strvcat,"str1,...,strN",Input text,"character arrays, string scalar"
strvcat,txt,Text array,"cell array of character vectors, string array"
sub2ind,"I1,I2,...,In",Multidimensional subscripts,"scalar, vector, matrix, multidimensional array"
sub2ind,col,Column subscripts,"scalar, vector, matrix, multidimensional array"
sub2ind,row,Row subscripts,"scalar, vector, matrix, multidimensional array"
sub2ind,sz,Size of array,vector of positive integers
subplot,ax,Existing axes to make current or convert to subplot,"Axes object, PolarAxes object, GeographicAxes object, graphics object"
subplot,m,Number of grid rows,"1, positive integer"
subplot,n,Number of grid columns,"1, positive integer"
subplot,p,Grid position for new axes,"scalar, vector"
subplot,pos,Custom position for new axes,four-element vector
subsasgn,A,,
subsasgn,B,,
subsasgn,S,,
subspace,A,,
subspace,B,,
subsref,A,Indexed object array,any object
subsref,S,Indexing structure,specialized indexing structure
substruct,subs,,
substruct,type,,
substruct,varargin,,
subtitle,target,Target for the subtitle,"axes, tiled chart layout, array of objects"
subtitle,txt,Subtitle text,"character vector, cell array of character vectors, string array"
subvolume,varargin,,
sum,A,Input array,"vector, matrix, multidimensional array"
sum,dim,Dimension to operate along,positive integer scalar
sum,nanflag,NaN condition,"‘includenan’, ‘omitnan’"
sum,outtype,Output data type,"'default', 'double', 'native'"
sum,vecdim,Vector of dimensions,vector of positive integers
summer,m,Number of colors,"256, scalar integer value"
superclasses,ClassName,Class name,"character vector, string"
superclasses,obj,Object,object
supportPackageInstaller,varargin,,
surf,C,Color array,"matrix, m-by-n-by-3 array of RGB triplets"
surf,X,x-coordinates,"matrix, vector"
surf,Y,y-coordinates,"matrix, vector"
surf,Z,z-coordinates,matrix
surf,ax,Axes to plot in,axes object
surf2patch,varargin,,
surface,C,Color array,"matrix, m-by-n-by-3 array of RGB triplets"
surface,X,x-coordinates,"matrix, vector"
surface,Y,y-coordinates,"matrix, vector"
surface,Z,z-coordinates,matrix
surface,ax,Axes to plot in,axes object
surfc,C,Color array,"matrix, m-by-n-by-3 array of RGB triplets"
surfc,X,x-coordinates,"matrix, vector"
surfc,Y,y-coordinates,"matrix, vector"
surfc,Z,z-coordinates,matrix
surfc,ax,Axes to plot in,axes object
surfl,X,x-coordinates,"matrix, vector"
surfl,Y,y-coordinates,"matrix, vector"
surfl,Z,z-coordinates,matrix
surfl,ax,Axes to plot in,axes object
surfl,k,Reflectance constant,"[.55 .6 .4 10], four-element vector"
surfl,s,Direction to light source,"two-element vector, three-element vector"
surfnorm,X,x-coordinates,matrix
surfnorm,Y,y-coordinates,matrix
surfnorm,Z,z-coordinates,matrix
surfnorm,ax,Axes to plot in,axes object
svds,A,Input matrix,matrix
svds,Afun,Matrix function,function handle
svds,k,Number of singular values to compute,scalar
svds,n,Size of matrix used by Afun,two-element vector
svds,opts,Options structure,structure
svds,sigma,Type of singular values,"'largest', 'smallest', 'smallestnz', scalar"
svdsketch,A,Input matrix,matrix
svdsketch,tol,Matrix sketch tolerance,"eps(class(A))^(1/4), real numeric scalar"
swapbytes,X,Numeric value,"scalar, vector, matrix, multidimensional array"
swarmchart,'filled',Option to fill interior of markers,'filled'
swarmchart,ax,Target axes,"Axes object, PolarAxes object, GeographicAxes object"
swarmchart,c,Marker color,"color name, RGB triplet, matrix of RGB triplets, vector of colormap indices"
swarmchart,mkr,Marker type,"'o', '+', '*', '.', 'x'"
swarmchart,sz,Marker size,"36, numeric scalar, row or column vector, matrix, []"
swarmchart,tbl,Source table,"table, timetable"
swarmchart,x,x-coordinates,"scalar, vector, matrix"
swarmchart,xvar,Table variables containing x-coordinates,one or more table variable indices
swarmchart,y,y-coordinates,"scalar, vector, matrix"
swarmchart,yvar,Table variables containing y-coordinates,one or more table variable indices
swarmchart3,'filled',Option to fill interior of markers,'filled'
swarmchart3,ax,Target axes,Axes object
swarmchart3,c,Marker color,"[0 0.4470 0.7410], RGB triplet, three-column matrix of RGB triplets, vector, 'r', 'g', 'b'"
swarmchart3,mkr,Marker type,"'o', '+', '*', '.', 'x'"
swarmchart3,sz,Marker size,"36, numeric scalar, row or column vector, []"
swarmchart3,tbl,Source table,"table, timetable"
swarmchart3,x,x-coordinates,"scalar, vector"
swarmchart3,xvar,Table variables containing x-coordinates,one or more table variable indices
swarmchart3,y,y-coordinates,"scalar, vector"
swarmchart3,yvar,Table variables containing y-coordinates,one or more table variable indices
swarmchart3,z,z-coordinates,"scalar, vector"
swarmchart3,zvar,Table variables containing z-coordinates,one or more table variable indices
sylvester,"A,B,C",Input matrices,matrices
symamd,S,,
symamd,varargin,,
symmlq,A,Coefficient matrix,"matrix, function handle"
symmlq,M,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
symmlq,M1,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
symmlq,M2,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
symmlq,b,Right-hand side of linear equation,column vector
symmlq,maxit,Maximum number of iterations,"[] or min(size(A,1),20), positive scalar integer"
symmlq,tol,Method tolerance,"[] or 1e-6, positive scalar"
symmlq,x0,Initial guess,"[] or a column vector of zeros, column vector"
symvar,expr,Input expression,"character vector, string scalar"
sysobjupdate,actionKey,Update action to perform,keyword
sysobjupdate,command,Command to run,full path to a command
sysobjupdate,folder,Folder of objects to update,full path to folder
sysobjupdate,object,Object to update,"System object name, System object file name"
sysobjupdate,package,System object package to update,"System object package name, full path to folder"
system,command,Operating system command,"string, character vector"
table2array,T,Input table,table
table2cell,T,Input table,table
table2struct,T,Input table,table
table2timetable,Fs,Sample rate,positive numeric scalar
table2timetable,T,Input table,table
table2timetable,dt,Time step,"datetime scalar, duration scalar"
table2timetable,rowTimes,Row times assigned to output timetable,"datetime vector, duration vector"
table2timetable,t0,Start time,"datetime scalar, duration scalar"
table2timetable,timeVarName,Name of variable from input table,"character vector, string scalar"
tallrng,generator,Random number generator,"'threefry', 'multFibonacci', 'philox', 'combRecursive'"
tallrng,seed,Random number seed,nonnegative integer
tallrng,state,Previous random number generator state,structure
tan,X,Input angle in radians,"scalar, vector, matrix, multidimensional array"
tand,X,Angle in degrees,"scalar value, vector, matrix, N-D array"
tanh,X,Input angles in radians,"scalar, vector, matrix, multidimensional array"
tar,filenames,Names of files or folders,"character vector, cell array of character vectors, string array"
tar,rootfolder,Root paths,"character vector, string scalar"
tar,tarfilename,Name of tar file,"character vector, string scalar"
tempname,folderName,Folder name,"string scalar, character vector"
testrunner,runnerOption,ordered,"char, choices={'minimal','textoutput'}"
testsuite,tests,Array of tests,"string array, character vector, cell array of character vectors"
tetramesh,T,Tetrahedron connectivity,matrix
tetramesh,TR,3-D triangulation object,"triangulation, delaunayTriangulation"
tetramesh,X,Coordinates of points,matrix
tetramesh,c,Face color,vector
texlabel,f,Input MATLAB expression,"character vector, string scalar"
text,ax,Target axes,"Axes object, PolarAxes object, GeographicAxes object"
text,txt,Text to display,"character vector, string scalar, character array, string array, cell array, categorical array"
text,x,First coordinate,"scalar, vector"
text,y,Second coordinate,"scalar, vector"
text,z,Third coordinate,"0, scalar, vector"
textBoundary,type,Boundary type,"'either', 'start', 'end'"
textread,N,Number of times to read the data,positive integer
textread,filename,File name,"character vector, string scalar"
textread,format,Format,"character vector, string scalar"
textscan,N,Number of times to apply formatSpec,"Inf, positive integer"
textscan,chr,Input text,"character vector, string"
textscan,fileID,File identifier,numeric scalar
textscan,formatSpec,Format of the data fields,"character vector, string"
textwrap,c,UI control object,UIControl object
textwrap,numchar,Number of characters,positive integer
textwrap,txt,Text,"cell array of character vectors, string array"
tfqmr,A,Coefficient matrix,"matrix, function handle"
tfqmr,M,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
tfqmr,M1,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
tfqmr,M2,Preconditioner matrices (as separate arguments),"eye(size(A)), matrices, function handles"
tfqmr,b,Right-hand side of linear equation,column vector
tfqmr,maxit,Maximum number of iterations,"[] or min(size(A,1),20), positive scalar integer"
tfqmr,tol,Method tolerance,"[] or 1e-6, positive scalar"
tfqmr,x0,Initial guess,"[] or a column vector of zeros, column vector"
thetalim,limits,Minimum and maximum limits,two-element vector
thetalim,pax,Polar axes,"polar axes, array of polar axes"
thetatickformat,fmt,Format for numeric tick labels,"'%g', character vector, string"
thetatickformat,pax,Polar axes,"polar axes, array of polar axes"
thetaticklabels,labels,Tick labels,"cell array of character vectors, string array, categorical array"
thetaticklabels,pax,Polar axes,"polar axes, array of polar axes"
